sample_id,true_label,predicted_label,model_name,prob_stationary,prob_non-stationary
18750,1,0,TimeSeriesForest,0.87,0.13
15076,1,0,TimeSeriesForest,0.73,0.27
15924,1,0,TimeSeriesForest,0.62,0.38
16615,1,0,TimeSeriesForest,0.72,0.28
15275,1,0,TimeSeriesForest,0.61,0.39
14705,1,0,TimeSeriesForest,0.65,0.35
18653,1,0,TimeSeriesForest,0.6,0.4
15457,1,0,TimeSeriesForest,0.63,0.37
14912,1,0,TimeSeriesForest,0.78,0.22
15013,1,0,TimeSeriesForest,0.75,0.25
14738,1,0,TimeSeriesForest,0.64,0.36
16919,1,0,TimeSeriesForest,0.69,0.31
14893,1,0,TimeSeriesForest,0.75,0.25
17649,1,0,TimeSeriesForest,0.74,0.26
16073,1,0,TimeSeriesForest,0.67,0.33
15051,1,0,TimeSeriesForest,0.7,0.3
14137,1,0,TimeSeriesForest,0.72,0.28
15296,1,0,TimeSeriesForest,0.69,0.31
15362,1,0,TimeSeriesForest,0.67,0.33
16923,1,0,TimeSeriesForest,0.85,0.15
14858,1,0,TimeSeriesForest,0.7,0.3
15294,1,0,TimeSeriesForest,0.62,0.38
16681,1,0,TimeSeriesForest,0.81,0.19
5601,0,1,TimeSeriesForest,0.48,0.52
16417,1,0,TimeSeriesForest,0.69,0.31
10533,1,0,TimeSeriesForest,0.97,0.03
17151,1,0,TimeSeriesForest,0.58,0.42
14616,1,0,TimeSeriesForest,0.59,0.41
15453,1,0,TimeSeriesForest,0.63,0.37
14975,1,0,TimeSeriesForest,0.73,0.27
14491,1,0,TimeSeriesForest,0.79,0.21
15006,1,0,TimeSeriesForest,0.74,0.26
14519,1,0,TimeSeriesForest,0.68,0.32
17214,1,0,TimeSeriesForest,0.77,0.23
13949,1,0,TimeSeriesForest,0.79,0.21
17133,1,0,TimeSeriesForest,0.82,0.18
14609,1,0,TimeSeriesForest,0.68,0.32
15125,1,0,TimeSeriesForest,0.59,0.41
17200,1,0,TimeSeriesForest,0.68,0.32
17105,1,0,TimeSeriesForest,0.73,0.27
16225,1,0,TimeSeriesForest,0.73,0.27
10582,1,0,TimeSeriesForest,0.79,0.21
14364,1,0,TimeSeriesForest,0.7,0.3
16667,1,0,TimeSeriesForest,0.73,0.27
10446,1,0,TimeSeriesForest,0.68,0.32
14423,1,0,TimeSeriesForest,0.67,0.33
14400,1,0,TimeSeriesForest,0.62,0.38
15089,1,0,TimeSeriesForest,0.76,0.24
16871,1,0,TimeSeriesForest,0.66,0.34
15314,1,0,TimeSeriesForest,0.72,0.28
14224,1,0,TimeSeriesForest,0.68,0.32
15699,1,0,TimeSeriesForest,0.63,0.37
17503,1,0,TimeSeriesForest,0.52,0.48
17247,1,0,TimeSeriesForest,0.63,0.37
15634,1,0,TimeSeriesForest,0.5,0.5
13998,1,0,TimeSeriesForest,0.61,0.39
16912,1,0,TimeSeriesForest,0.58,0.42
14897,1,0,TimeSeriesForest,0.71,0.29
15338,1,0,TimeSeriesForest,0.76,0.24
17084,1,0,TimeSeriesForest,0.79,0.21
15415,1,0,TimeSeriesForest,0.76,0.24
18994,1,0,TimeSeriesForest,0.75,0.25
2042,0,1,TimeSeriesForest,0.48,0.52
16254,1,0,TimeSeriesForest,0.62,0.38
15130,1,0,TimeSeriesForest,0.6,0.4
16618,1,0,TimeSeriesForest,0.77,0.23
6964,0,1,TimeSeriesForest,0.38,0.62
5132,0,1,TimeSeriesForest,0.3,0.7
14124,1,0,TimeSeriesForest,0.69,0.31
10550,1,0,TimeSeriesForest,0.79,0.21
14397,1,0,TimeSeriesForest,0.85,0.15
17019,1,0,TimeSeriesForest,0.67,0.33
14412,1,0,TimeSeriesForest,0.54,0.46
15307,1,0,TimeSeriesForest,0.7,0.3
16765,1,0,TimeSeriesForest,0.52,0.48
17093,1,0,TimeSeriesForest,0.78,0.22
14422,1,0,TimeSeriesForest,0.63,0.37
14145,1,0,TimeSeriesForest,0.69,0.31
15399,1,0,TimeSeriesForest,0.65,0.35
16431,1,0,TimeSeriesForest,0.82,0.18
15297,1,0,TimeSeriesForest,0.6,0.4
16621,1,0,TimeSeriesForest,0.56,0.44
19062,1,0,TimeSeriesForest,0.84,0.16
15023,1,0,TimeSeriesForest,0.76,0.24
17160,1,0,TimeSeriesForest,0.72,0.28
5915,0,1,TimeSeriesForest,0.46,0.54
14936,1,0,TimeSeriesForest,0.64,0.36
15267,1,0,TimeSeriesForest,0.63,0.37
16826,1,0,TimeSeriesForest,0.8,0.2
7044,0,1,TimeSeriesForest,0.1,0.9
6362,0,1,TimeSeriesForest,0.21,0.79
19160,1,0,TimeSeriesForest,0.9,0.1
5093,0,1,TimeSeriesForest,0.47,0.53
10654,1,0,TimeSeriesForest,0.61,0.39
15048,1,0,TimeSeriesForest,0.55,0.45
14765,1,0,TimeSeriesForest,0.81,0.19
15571,1,0,TimeSeriesForest,0.79,0.21
1763,0,1,TimeSeriesForest,0.0,1.0
14805,1,0,TimeSeriesForest,0.7,0.3
14214,1,0,TimeSeriesForest,0.8,0.2
15375,1,0,TimeSeriesForest,0.71,0.29
16687,1,0,TimeSeriesForest,0.76,0.24
16245,1,0,TimeSeriesForest,0.77,0.23
16914,1,0,TimeSeriesForest,0.85,0.15
16636,1,0,TimeSeriesForest,0.75,0.25
15377,1,0,TimeSeriesForest,0.69,0.31
14394,1,0,TimeSeriesForest,0.54,0.46
14492,1,0,TimeSeriesForest,0.62,0.38
14887,1,0,TimeSeriesForest,0.71,0.29
16874,1,0,TimeSeriesForest,0.57,0.43
1800,0,1,TimeSeriesForest,0.35,0.65
16757,1,0,TimeSeriesForest,0.79,0.21
16814,1,0,TimeSeriesForest,0.74,0.26
14477,1,0,TimeSeriesForest,0.58,0.42
15016,1,0,TimeSeriesForest,0.62,0.38
14742,1,0,TimeSeriesForest,0.75,0.25
7378,0,1,TimeSeriesForest,0.37,0.63
16665,1,0,TimeSeriesForest,0.67,0.33
5227,0,1,TimeSeriesForest,0.32,0.68
14885,1,0,TimeSeriesForest,0.76,0.24
14103,1,0,TimeSeriesForest,0.64,0.36
14158,1,0,TimeSeriesForest,0.59,0.41
14673,1,0,TimeSeriesForest,0.72,0.28
15214,1,0,TimeSeriesForest,0.62,0.38
2482,0,1,TimeSeriesForest,0.23,0.77
13953,1,0,TimeSeriesForest,0.52,0.48
5084,0,1,TimeSeriesForest,0.44,0.56
14472,1,0,TimeSeriesForest,0.7,0.3
14439,1,0,TimeSeriesForest,0.69,0.31
14690,1,0,TimeSeriesForest,0.71,0.29
10759,1,0,TimeSeriesForest,0.99,0.01
18594,1,0,ROCKET,1.0,0.0
17578,1,0,ROCKET,1.0,0.0
19015,1,0,ROCKET,1.0,0.0
1792,0,1,ROCKET,0.0,1.0
18548,1,0,ROCKET,1.0,0.0
10394,1,0,ROCKET,1.0,0.0
19100,1,0,ROCKET,1.0,0.0
18012,1,0,ROCKET,1.0,0.0
18692,1,0,ROCKET,1.0,0.0
4361,0,1,ROCKET,0.0,1.0
17827,1,0,ROCKET,1.0,0.0
18407,1,0,ROCKET,1.0,0.0
15359,1,0,ROCKET,1.0,0.0
11852,1,0,ROCKET,1.0,0.0
10442,1,0,ROCKET,1.0,0.0
14641,1,0,ROCKET,1.0,0.0
15241,1,0,ROCKET,1.0,0.0
16863,1,0,ROCKET,1.0,0.0
10563,1,0,ROCKET,1.0,0.0
17545,1,0,ROCKET,1.0,0.0
15482,1,0,ROCKET,1.0,0.0
18581,1,0,ROCKET,1.0,0.0
14786,1,0,ROCKET,1.0,0.0
10586,1,0,ROCKET,1.0,0.0
10704,1,0,ROCKET,1.0,0.0
1507,0,1,ROCKET,0.0,1.0
14257,1,0,ROCKET,1.0,0.0
16992,1,0,ROCKET,1.0,0.0
18118,1,0,ROCKET,1.0,0.0
5369,0,1,ROCKET,0.0,1.0
14426,1,0,ROCKET,1.0,0.0
17098,1,0,ROCKET,1.0,0.0
17954,1,0,ROCKET,1.0,0.0
17973,1,0,ROCKET,1.0,0.0
16426,1,0,ROCKET,1.0,0.0
5184,0,1,ROCKET,0.0,1.0
15594,1,0,ROCKET,1.0,0.0
10769,1,0,ROCKET,1.0,0.0
14988,1,0,ROCKET,1.0,0.0
11646,1,0,ROCKET,1.0,0.0
11931,1,0,ROCKET,1.0,0.0
16701,1,0,ROCKET,1.0,0.0
11894,1,0,ROCKET,1.0,0.0
16580,1,0,ROCKET,1.0,0.0
178,0,1,ROCKET,0.0,1.0
4850,0,1,ROCKET,0.0,1.0
18442,1,0,ROCKET,1.0,0.0
18844,1,0,ROCKET,1.0,0.0
18576,1,0,ROCKET,1.0,0.0
16268,1,0,ROCKET,1.0,0.0
18485,1,0,ROCKET,1.0,0.0
16775,1,0,ROCKET,1.0,0.0
17411,1,0,ROCKET,1.0,0.0
10641,1,0,ROCKET,1.0,0.0
8683,0,1,ROCKET,0.0,1.0
11848,1,0,ROCKET,1.0,0.0
16676,1,0,ROCKET,1.0,0.0
11692,1,0,ROCKET,1.0,0.0
10746,1,0,ROCKET,1.0,0.0
17301,1,0,ROCKET,1.0,0.0
17005,1,0,ROCKET,1.0,0.0
19202,1,0,ROCKET,1.0,0.0
11648,1,0,ROCKET,1.0,0.0
17522,1,0,ROCKET,1.0,0.0
17139,1,0,ROCKET,1.0,0.0
9895,0,1,ROCKET,0.0,1.0
16905,1,0,ROCKET,1.0,0.0
15218,1,0,ROCKET,1.0,0.0
14468,1,0,ROCKET,1.0,0.0
16589,1,0,ROCKET,1.0,0.0
14965,1,0,ROCKET,1.0,0.0
16422,1,0,ROCKET,1.0,0.0
17335,1,0,ROCKET,1.0,0.0
16708,1,0,ROCKET,1.0,0.0
9361,0,1,ROCKET,0.0,1.0
9419,0,1,ROCKET,0.0,1.0
18852,1,0,ROCKET,1.0,0.0
18947,1,0,ROCKET,1.0,0.0
955,0,1,ROCKET,0.0,1.0
17644,1,0,ROCKET,1.0,0.0
17600,1,0,ROCKET,1.0,0.0
14438,1,0,ROCKET,1.0,0.0
16837,1,0,ROCKET,1.0,0.0
17601,1,0,ROCKET,1.0,0.0
4290,0,1,ROCKET,0.0,1.0
15056,1,0,ROCKET,1.0,0.0
10438,1,0,ROCKET,1.0,0.0
17085,1,0,ROCKET,1.0,0.0
10509,1,0,ROCKET,1.0,0.0
14995,1,0,ROCKET,1.0,0.0
11560,1,0,ROCKET,1.0,0.0
9154,0,1,ROCKET,0.0,1.0
14017,1,0,ROCKET,1.0,0.0
15266,1,0,ROCKET,1.0,0.0
17845,1,0,ROCKET,1.0,0.0
18766,1,0,ROCKET,1.0,0.0
10748,1,0,ROCKET,1.0,0.0
15431,1,0,ROCKET,1.0,0.0
10733,1,0,ROCKET,1.0,0.0
17589,1,0,ROCKET,1.0,0.0
866,0,1,ROCKET,0.0,1.0
17198,1,0,ROCKET,1.0,0.0
15168,1,0,ROCKET,1.0,0.0
3988,0,1,ROCKET,0.0,1.0
15828,1,0,ROCKET,1.0,0.0
15115,1,0,ROCKET,1.0,0.0
17362,1,0,ROCKET,1.0,0.0
18003,1,0,ROCKET,1.0,0.0
18654,1,0,ROCKET,1.0,0.0
19254,1,0,ROCKET,1.0,0.0
10618,1,0,ROCKET,1.0,0.0
15191,1,0,ROCKET,1.0,0.0
16984,1,0,ROCKET,1.0,0.0
4796,0,1,ROCKET,0.0,1.0
11720,1,0,ROCKET,1.0,0.0
17906,1,0,ROCKET,1.0,0.0
11802,1,0,ROCKET,1.0,0.0
15096,1,0,ROCKET,1.0,0.0
14119,1,0,ROCKET,1.0,0.0
17182,1,0,ROCKET,1.0,0.0
10627,1,0,ROCKET,1.0,0.0
17059,1,0,ROCKET,1.0,0.0
16927,1,0,ROCKET,1.0,0.0
3677,0,1,ROCKET,0.0,1.0
18021,1,0,ROCKET,1.0,0.0
15262,1,0,ROCKET,1.0,0.0
18180,1,0,ROCKET,1.0,0.0
18019,1,0,ROCKET,1.0,0.0
19105,1,0,ROCKET,1.0,0.0
17518,1,0,ROCKET,1.0,0.0
19058,1,0,ROCKET,1.0,0.0
11810,1,0,ROCKET,1.0,0.0
16715,1,0,ROCKET,1.0,0.0
18726,1,0,ROCKET,1.0,0.0
19034,1,0,ROCKET,1.0,0.0
17007,1,0,ROCKET,1.0,0.0
17789,1,0,ROCKET,1.0,0.0
16218,1,0,ROCKET,1.0,0.0
2236,0,1,ROCKET,0.0,1.0
11833,1,0,ROCKET,1.0,0.0
11687,1,0,ROCKET,1.0,0.0
16810,1,0,ROCKET,1.0,0.0
10424,1,0,ROCKET,1.0,0.0
11879,1,0,ROCKET,1.0,0.0
11818,1,0,ROCKET,1.0,0.0
16718,1,0,ROCKET,1.0,0.0
18472,1,0,ROCKET,1.0,0.0
10744,1,0,ROCKET,1.0,0.0
16977,1,0,ROCKET,1.0,0.0
14736,1,0,ROCKET,1.0,0.0
10683,1,0,ROCKET,1.0,0.0
18857,1,0,ROCKET,1.0,0.0
18412,1,0,ROCKET,1.0,0.0
15367,1,0,ROCKET,1.0,0.0
11854,1,0,ROCKET,1.0,0.0
17304,1,0,ROCKET,1.0,0.0
16590,1,0,ROCKET,1.0,0.0
143,0,1,ROCKET,0.0,1.0
19059,1,0,ROCKET,1.0,0.0
17646,1,0,ROCKET,1.0,0.0
10427,1,0,ROCKET,1.0,0.0
19195,1,0,ROCKET,1.0,0.0
17224,1,0,ROCKET,1.0,0.0
17717,1,0,ROCKET,1.0,0.0
14999,1,0,ROCKET,1.0,0.0
11766,1,0,ROCKET,1.0,0.0
8452,0,1,ROCKET,0.0,1.0
10489,1,0,ROCKET,1.0,0.0
10609,1,0,ROCKET,1.0,0.0
14952,1,0,ROCKET,1.0,0.0
10449,1,0,ROCKET,1.0,0.0
4531,0,1,ROCKET,0.0,1.0
19099,1,0,ROCKET,1.0,0.0
16632,1,0,ROCKET,1.0,0.0
15094,1,0,ROCKET,1.0,0.0
17918,1,0,ROCKET,1.0,0.0
14961,1,0,ROCKET,1.0,0.0
342,0,1,ROCKET,0.0,1.0
10444,1,0,ROCKET,1.0,0.0
18525,1,0,ROCKET,1.0,0.0
10585,1,0,ROCKET,1.0,0.0
411,0,1,ROCKET,0.0,1.0
17251,1,0,ROCKET,1.0,0.0
17446,1,0,ROCKET,1.0,0.0
18748,1,0,ROCKET,1.0,0.0
14721,1,0,ROCKET,1.0,0.0
11827,1,0,ROCKET,1.0,0.0
7131,0,1,ROCKET,0.0,1.0
15312,1,0,ROCKET,1.0,0.0
15209,1,0,ROCKET,1.0,0.0
18414,1,0,ROCKET,1.0,0.0
18135,1,0,ROCKET,1.0,0.0
16078,1,0,ROCKET,1.0,0.0
18041,1,0,ROCKET,1.0,0.0
17271,1,0,ROCKET,1.0,0.0
16946,1,0,ROCKET,1.0,0.0
17599,1,0,ROCKET,1.0,0.0
17981,1,0,ROCKET,1.0,0.0
15139,1,0,ROCKET,1.0,0.0
16553,1,0,ROCKET,1.0,0.0
10408,1,0,ROCKET,1.0,0.0
16657,1,0,ROCKET,1.0,0.0
15425,1,0,ROCKET,1.0,0.0
18228,1,0,ROCKET,1.0,0.0
17967,1,0,ROCKET,1.0,0.0
11937,1,0,ROCKET,1.0,0.0
18818,1,0,ROCKET,1.0,0.0
10659,1,0,ROCKET,1.0,0.0
18242,1,0,ROCKET,1.0,0.0
17611,1,0,ROCKET,1.0,0.0
14951,1,0,ROCKET,1.0,0.0
16221,1,0,ROCKET,1.0,0.0
18671,1,0,ROCKET,1.0,0.0
18978,1,0,ROCKET,1.0,0.0
11801,1,0,ROCKET,1.0,0.0
17191,1,0,ROCKET,1.0,0.0
18537,1,0,ROCKET,1.0,0.0
16669,1,0,ROCKET,1.0,0.0
17074,1,0,ROCKET,1.0,0.0
14478,1,0,ROCKET,1.0,0.0
16624,1,0,ROCKET,1.0,0.0
8294,0,1,ROCKET,0.0,1.0
18896,1,0,ROCKET,1.0,0.0
18596,1,0,ROCKET,1.0,0.0
17479,1,0,ROCKET,1.0,0.0
16869,1,0,ROCKET,1.0,0.0
17977,1,0,ROCKET,1.0,0.0
11585,1,0,ROCKET,1.0,0.0
15435,1,0,ROCKET,1.0,0.0
15039,1,0,ROCKET,1.0,0.0
15395,1,0,ROCKET,1.0,0.0
14699,1,0,ROCKET,1.0,0.0
14648,1,0,ROCKET,1.0,0.0
10752,1,0,ROCKET,1.0,0.0
10418,1,0,ROCKET,1.0,0.0
15590,1,0,ROCKET,1.0,0.0
16260,1,0,ROCKET,1.0,0.0
11900,1,0,ROCKET,1.0,0.0
14763,1,0,ROCKET,1.0,0.0
17758,1,0,ROCKET,1.0,0.0
18667,1,0,ROCKET,1.0,0.0
19021,1,0,ROCKET,1.0,0.0
16403,1,0,ROCKET,1.0,0.0
18148,1,0,ROCKET,1.0,0.0
15718,1,0,ROCKET,1.0,0.0
11704,1,0,ROCKET,1.0,0.0
15074,1,0,ROCKET,1.0,0.0
16074,1,0,ROCKET,1.0,0.0
17509,1,0,ROCKET,1.0,0.0
15936,1,0,ROCKET,1.0,0.0
10496,1,0,ROCKET,1.0,0.0
15058,1,0,ROCKET,1.0,0.0
17570,1,0,ROCKET,1.0,0.0
16094,1,0,ROCKET,1.0,0.0
6894,0,1,ROCKET,0.0,1.0
2591,0,1,ROCKET,0.0,1.0
14752,1,0,ROCKET,1.0,0.0
16828,1,0,ROCKET,1.0,0.0
15368,1,0,ROCKET,1.0,0.0
14958,1,0,ROCKET,1.0,0.0
1425,0,1,ROCKET,0.0,1.0
1101,0,1,ROCKET,0.0,1.0
14543,1,0,ROCKET,1.0,0.0
16244,1,0,ROCKET,1.0,0.0
15235,1,0,ROCKET,1.0,0.0
8825,0,1,ROCKET,0.0,1.0
14048,1,0,ROCKET,1.0,0.0
18932,1,0,ROCKET,1.0,0.0
18688,1,0,ROCKET,1.0,0.0
10544,1,0,ROCKET,1.0,0.0
17440,1,0,ROCKET,1.0,0.0
17004,1,0,ROCKET,1.0,0.0
925,0,1,ROCKET,0.0,1.0
18551,1,0,ROCKET,1.0,0.0
14979,1,0,ROCKET,1.0,0.0
19128,1,0,ROCKET,1.0,0.0
15248,1,0,ROCKET,1.0,0.0
18972,1,0,ROCKET,1.0,0.0
17077,1,0,ROCKET,1.0,0.0
14323,1,0,ROCKET,1.0,0.0
18754,1,0,ROCKET,1.0,0.0
10482,1,0,ROCKET,1.0,0.0
16226,1,0,ROCKET,1.0,0.0
8664,0,1,ROCKET,0.0,1.0
16736,1,0,ROCKET,1.0,0.0
17556,1,0,ROCKET,1.0,0.0
15726,1,0,ROCKET,1.0,0.0
17562,1,0,ROCKET,1.0,0.0
18415,1,0,ROCKET,1.0,0.0
18587,1,0,ROCKET,1.0,0.0
16726,1,0,ROCKET,1.0,0.0
11807,1,0,ROCKET,1.0,0.0
15310,1,0,ROCKET,1.0,0.0
18954,1,0,ROCKET,1.0,0.0
17951,1,0,ROCKET,1.0,0.0
16699,1,0,ROCKET,1.0,0.0
17648,1,0,ROCKET,1.0,0.0
17695,1,0,ROCKET,1.0,0.0
16227,1,0,ROCKET,1.0,0.0
18181,1,0,ROCKET,1.0,0.0
17953,1,0,ROCKET,1.0,0.0
16595,1,0,ROCKET,1.0,0.0
5595,0,1,ROCKET,0.0,1.0
16900,1,0,ROCKET,1.0,0.0
3688,0,1,ROCKET,0.0,1.0
10730,1,0,ROCKET,1.0,0.0
16913,1,0,ROCKET,1.0,0.0
19148,1,0,ROCKET,1.0,0.0
11797,1,0,ROCKET,1.0,0.0
14370,1,0,ROCKET,1.0,0.0
16067,1,0,ROCKET,1.0,0.0
18694,1,0,ROCKET,1.0,0.0
10565,1,0,ROCKET,1.0,0.0
14250,1,0,ROCKET,1.0,0.0
18689,1,0,ROCKET,1.0,0.0
10463,1,0,ROCKET,1.0,0.0
10432,1,0,ROCKET,1.0,0.0
14898,1,0,ROCKET,1.0,0.0
16766,1,0,ROCKET,1.0,0.0
14678,1,0,ROCKET,1.0,0.0
10467,1,0,ROCKET,1.0,0.0
15213,1,0,ROCKET,1.0,0.0
10403,1,0,ROCKET,1.0,0.0
2313,0,1,ROCKET,0.0,1.0
19246,1,0,ROCKET,1.0,0.0
14956,1,0,ROCKET,1.0,0.0
18760,1,0,ROCKET,1.0,0.0
11736,1,0,ROCKET,1.0,0.0
14245,1,0,ROCKET,1.0,0.0
16935,1,0,ROCKET,1.0,0.0
17188,1,0,ROCKET,1.0,0.0
17478,1,0,ROCKET,1.0,0.0
10031,1,0,ROCKET,1.0,0.0
17378,1,0,ROCKET,1.0,0.0
1372,0,1,ROCKET,0.0,1.0
19235,1,0,ROCKET,1.0,0.0
17849,1,0,ROCKET,1.0,0.0
10551,1,0,ROCKET,1.0,0.0
17025,1,0,ROCKET,1.0,0.0
10157,1,0,ROCKET,1.0,0.0
16574,1,0,ROCKET,1.0,0.0
11945,1,0,ROCKET,1.0,0.0
16972,1,0,ROCKET,1.0,0.0
17323,1,0,ROCKET,1.0,0.0
5928,0,1,ROCKET,0.0,1.0
17330,1,0,ROCKET,1.0,0.0
17512,1,0,ROCKET,1.0,0.0
17679,1,0,ROCKET,1.0,0.0
14997,1,0,ROCKET,1.0,0.0
10421,1,0,ROCKET,1.0,0.0
11659,1,0,ROCKET,1.0,0.0
17314,1,0,ROCKET,1.0,0.0
10592,1,0,ROCKET,1.0,0.0
18623,1,0,ROCKET,1.0,0.0
15110,1,0,ROCKET,1.0,0.0
18340,1,0,ROCKET,1.0,0.0
16053,1,0,ROCKET,1.0,0.0
18650,1,0,ROCKET,1.0,0.0
16934,1,0,ROCKET,1.0,0.0
15321,1,0,ROCKET,1.0,0.0
16662,1,0,ROCKET,1.0,0.0
17125,1,0,ROCKET,1.0,0.0
16099,1,0,ROCKET,1.0,0.0
17997,1,0,ROCKET,1.0,0.0
17292,1,0,ROCKET,1.0,0.0
17706,1,0,ROCKET,1.0,0.0
17698,1,0,ROCKET,1.0,0.0
19098,1,0,ROCKET,1.0,0.0
11608,1,0,ROCKET,1.0,0.0
6160,0,1,ROCKET,0.0,1.0
19206,1,0,ROCKET,1.0,0.0
9871,0,1,ROCKET,0.0,1.0
15255,1,0,ROCKET,1.0,0.0
18850,1,0,ROCKET,1.0,0.0
2450,0,1,ROCKET,0.0,1.0
18348,1,0,ROCKET,1.0,0.0
17542,1,0,ROCKET,1.0,0.0
17340,1,0,ROCKET,1.0,0.0
10599,1,0,ROCKET,1.0,0.0
16788,1,0,ROCKET,1.0,0.0
11584,1,0,ROCKET,1.0,0.0
18375,1,0,ROCKET,1.0,0.0
15199,1,0,ROCKET,1.0,0.0
15251,1,0,ROCKET,1.0,0.0
10457,1,0,ROCKET,1.0,0.0
11710,1,0,ROCKET,1.0,0.0
14800,1,0,ROCKET,1.0,0.0
19216,1,0,ROCKET,1.0,0.0
14126,1,0,ROCKET,1.0,0.0
14575,1,0,ROCKET,1.0,0.0
17407,1,0,ROCKET,1.0,0.0
3052,0,1,ROCKET,0.0,1.0
19150,1,0,ROCKET,1.0,0.0
10411,1,0,ROCKET,1.0,0.0
18211,1,0,ROCKET,1.0,0.0
18036,1,0,ROCKET,1.0,0.0
17203,1,0,ROCKET,1.0,0.0
19028,1,0,ROCKET,1.0,0.0
10514,1,0,ROCKET,1.0,0.0
16964,1,0,ROCKET,1.0,0.0
16087,1,0,ROCKET,1.0,0.0
660,0,1,ROCKET,0.0,1.0
18298,1,0,ROCKET,1.0,0.0
18186,1,0,ROCKET,1.0,0.0
5575,0,1,ROCKET,0.0,1.0
6435,0,1,ROCKET,0.0,1.0
10125,1,0,ROCKET,1.0,0.0
15323,1,0,ROCKET,1.0,0.0
17274,1,0,ROCKET,1.0,0.0
18569,1,0,ROCKET,1.0,0.0
16255,1,0,ROCKET,1.0,0.0
14080,1,0,ROCKET,1.0,0.0
17879,1,0,ROCKET,1.0,0.0
17083,1,0,ROCKET,1.0,0.0
17195,1,0,ROCKET,1.0,0.0
15697,1,0,ROCKET,1.0,0.0
17061,1,0,ROCKET,1.0,0.0
14816,1,0,ROCKET,1.0,0.0
10498,1,0,ROCKET,1.0,0.0
6057,0,1,ROCKET,0.0,1.0
10415,1,0,ROCKET,1.0,0.0
18269,1,0,ROCKET,1.0,0.0
16891,1,0,ROCKET,1.0,0.0
16849,1,0,ROCKET,1.0,0.0
17595,1,0,ROCKET,1.0,0.0
16870,1,0,ROCKET,1.0,0.0
16219,1,0,ROCKET,1.0,0.0
14596,1,0,ROCKET,1.0,0.0
11644,1,0,ROCKET,1.0,0.0
16627,1,0,ROCKET,1.0,0.0
15185,1,0,ROCKET,1.0,0.0
15305,1,0,ROCKET,1.0,0.0
10258,1,0,ROCKET,1.0,0.0
18880,1,0,ROCKET,1.0,0.0
16224,1,0,ROCKET,1.0,0.0
18121,1,0,ROCKET,1.0,0.0
10523,1,0,ROCKET,1.0,0.0
17041,1,0,ROCKET,1.0,0.0
17633,1,0,ROCKET,1.0,0.0
17508,1,0,ROCKET,1.0,0.0
10695,1,0,ROCKET,1.0,0.0
15211,1,0,ROCKET,1.0,0.0
19188,1,0,ROCKET,1.0,0.0
15221,1,0,ROCKET,1.0,0.0
17676,1,0,ROCKET,1.0,0.0
16408,1,0,ROCKET,1.0,0.0
14022,1,0,ROCKET,1.0,0.0
2352,0,1,ROCKET,0.0,1.0
19172,1,0,ROCKET,1.0,0.0
16951,1,0,ROCKET,1.0,0.0
16651,1,0,ROCKET,1.0,0.0
17101,1,0,ROCKET,1.0,0.0
14586,1,0,ROCKET,1.0,0.0
16412,1,0,ROCKET,1.0,0.0
16705,1,0,ROCKET,1.0,0.0
11573,1,0,ROCKET,1.0,0.0
18701,1,0,ROCKET,1.0,0.0
17081,1,0,ROCKET,1.0,0.0
18755,1,0,ROCKET,1.0,0.0
11150,1,0,ROCKET,1.0,0.0
11846,1,0,ROCKET,1.0,0.0
11667,1,0,ROCKET,1.0,0.0
19251,1,0,ROCKET,1.0,0.0
10692,1,0,ROCKET,1.0,0.0
17239,1,0,ROCKET,1.0,0.0
14890,1,0,ROCKET,1.0,0.0
16909,1,0,ROCKET,1.0,0.0
17401,1,0,ROCKET,1.0,0.0
16907,1,0,ROCKET,1.0,0.0
10145,1,0,ROCKET,1.0,0.0
10540,1,0,ROCKET,1.0,0.0
17215,1,0,ROCKET,1.0,0.0
11939,1,0,ROCKET,1.0,0.0
9422,0,1,ROCKET,0.0,1.0
16269,1,0,ROCKET,1.0,0.0
10492,1,0,ROCKET,1.0,0.0
15479,1,0,ROCKET,1.0,0.0
17325,1,0,ROCKET,1.0,0.0
14518,1,0,ROCKET,1.0,0.0
15029,1,0,ROCKET,1.0,0.0
11824,1,0,ROCKET,1.0,0.0
17992,1,0,ROCKET,1.0,0.0
15153,1,0,ROCKET,1.0,0.0
18922,1,0,ROCKET,1.0,0.0
17053,1,0,ROCKET,1.0,0.0
8811,0,1,ROCKET,0.0,1.0
19200,1,0,ROCKET,1.0,0.0
14280,1,0,ROCKET,1.0,0.0
2167,0,1,ROCKET,0.0,1.0
14012,1,0,ROCKET,1.0,0.0
10575,1,0,ROCKET,1.0,0.0
15117,1,0,ROCKET,1.0,0.0
5547,0,1,ROCKET,0.0,1.0
15207,1,0,ROCKET,1.0,0.0
16804,1,0,ROCKET,1.0,0.0
17001,1,0,ROCKET,1.0,0.0
14604,1,0,ROCKET,1.0,0.0
15247,1,0,ROCKET,1.0,0.0
17510,1,0,ROCKET,1.0,0.0
15095,1,0,ROCKET,1.0,0.0
6326,0,1,ROCKET,0.0,1.0
11924,1,0,ROCKET,1.0,0.0
19147,1,0,ROCKET,1.0,0.0
11746,1,0,ROCKET,1.0,0.0
11679,1,0,ROCKET,1.0,0.0
16430,1,0,ROCKET,1.0,0.0
17397,1,0,ROCKET,1.0,0.0
5712,0,1,ROCKET,0.0,1.0
11728,1,0,ROCKET,1.0,0.0
