sample_id,true_label,predicted_label,model_name,prob_trend,prob_volatility,prob_stochastic,prob_anomaly,prob_structural_break
10416,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19708,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18604,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11914,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10554,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19250,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18456,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17614,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18588,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18112,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15128,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10593,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10655,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
16393,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18352,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16986,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
15526,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11702,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17816,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10413,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17300,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
19062,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10456,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16639,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11624,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11718,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
13736,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11730,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18321,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18418,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18165,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10584,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18449,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10594,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18586,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10417,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10404,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11712,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18048,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10698,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11757,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18160,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10635,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10598,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10480,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10738,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11861,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
15111,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17600,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11916,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17148,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11715,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15677,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11773,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17862,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18036,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11913,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17087,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10745,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18239,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17929,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18938,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18530,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16598,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18522,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10753,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19721,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
10443,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10621,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
9998,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18012,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
16587,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18225,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16404,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
19374,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18267,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10530,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18154,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18389,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19902,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18021,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10717,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11941,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18447,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
12952,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10423,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11854,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18555,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17715,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17948,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10722,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13855,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10412,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18820,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17915,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19573,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
11797,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15462,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17649,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
14397,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17972,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18390,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16402,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11568,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
19231,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10628,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17993,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16787,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11777,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11859,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19517,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18673,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15335,1,0,ROCKET,1.0,0.0,0.0,0.0,0.0
15472,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10885,0,2,ROCKET,0.0,0.0,1.0,0.0,0.0
11749,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13347,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19199,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17566,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17827,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18591,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19079,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10608,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17517,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18503,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
13809,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18400,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17481,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18576,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18623,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18033,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10559,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18002,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18897,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18124,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18386,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18916,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16620,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11907,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16859,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18157,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17809,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10708,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10763,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17919,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18194,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11877,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18596,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17433,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10470,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18162,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17294,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18026,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11841,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19175,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18843,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18274,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18824,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11860,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10685,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17026,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
16222,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16935,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18583,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16566,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10720,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11680,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11803,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18518,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18104,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18300,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11818,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
14401,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18013,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18289,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16215,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18362,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16077,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18215,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18417,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19688,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
11931,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18110,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18071,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11604,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10560,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10648,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10576,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10610,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10498,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18262,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18485,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11595,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10430,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18173,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17267,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18161,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18987,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18146,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18073,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13690,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10249,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18305,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18557,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17817,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
15656,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
16103,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10558,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11625,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10571,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17716,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11944,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18063,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10143,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19150,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10568,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11677,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10495,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
13641,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18457,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10510,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18472,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10701,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19186,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18201,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18011,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
14703,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11698,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17902,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18582,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17334,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17442,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
19530,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
11873,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19837,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10389,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17169,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16968,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10144,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11897,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16590,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17982,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10395,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18750,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18952,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18376,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11683,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10089,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
14745,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19507,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18463,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10675,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15051,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18292,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11928,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17785,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19151,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10479,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
19725,4,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18072,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17819,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18319,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15236,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17137,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11636,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13618,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18515,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15122,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18266,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10591,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18982,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18233,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10647,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
15572,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18608,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18051,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10592,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10542,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11714,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10429,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19073,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15006,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16939,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10656,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13828,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18271,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19057,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11688,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18567,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10596,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18667,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
11581,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17310,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11640,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18711,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15585,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11862,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19916,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11814,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17371,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10637,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17302,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17479,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17306,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
13310,2,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17356,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
19004,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18191,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11895,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11788,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17768,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
13442,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10736,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13298,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18488,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15578,1,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10453,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19196,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10623,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18705,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17311,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10682,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11574,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10059,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18095,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
17110,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10757,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16073,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
16680,3,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18602,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15422,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10524,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18776,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18167,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
19101,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11608,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11940,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10422,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10393,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10756,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
13870,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18332,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18943,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
19388,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18575,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18325,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18176,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18111,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17959,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
16627,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
16403,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
18155,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11855,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
17968,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10467,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
17872,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18493,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18100,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
10420,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18031,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17373,3,2,ROCKET,0.0,0.0,1.0,0.0,0.0
18177,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11704,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
10123,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18083,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18140,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17144,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18037,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18439,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11713,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18255,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18887,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10728,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18529,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10730,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10405,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11583,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17531,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10653,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10743,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10710,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18477,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11655,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
19885,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18773,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10565,0,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18462,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
11582,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18570,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
16946,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
15275,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18234,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16954,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
18510,4,0,ROCKET,1.0,0.0,0.0,0.0,0.0
15078,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17409,3,4,ROCKET,0.0,0.0,0.0,0.0,1.0
11835,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17316,3,0,ROCKET,1.0,0.0,0.0,0.0,0.0
11558,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
18766,4,3,ROCKET,0.0,0.0,0.0,1.0,0.0
10693,0,4,ROCKET,0.0,0.0,0.0,0.0,1.0
13182,2,0,ROCKET,1.0,0.0,0.0,0.0,0.0
18585,4,1,ROCKET,0.0,1.0,0.0,0.0,0.0
13460,2,3,ROCKET,0.0,0.0,0.0,1.0,0.0
15406,1,3,ROCKET,0.0,0.0,0.0,1.0,0.0
16220,3,1,ROCKET,0.0,1.0,0.0,0.0,0.0
10424,0,3,ROCKET,0.0,0.0,0.0,1.0,0.0
17651,3,4,Arsenal,-0.0,-0.0,-0.0,-0.0,1.0
13860,2,3,Arsenal,-0.0,-0.0,-0.0,0.95969924,0.04030076
19741,4,2,Arsenal,-0.0,-0.0,0.96013231,-0.0,0.03986769
10557,0,3,Arsenal,0.40096921,0.04002541,-0.0,0.51928493,0.03972046
18147,4,0,Arsenal,0.55986701,-0.0,-0.0,0.36066289,0.0794701
10684,0,4,Arsenal,-0.0,-0.0,-0.0,0.35936834,0.64063166
17076,3,1,Arsenal,-0.0,0.64031423,-0.0,0.35968577,-0.0
10654,0,1,Arsenal,-0.0,0.95988891,-0.0,0.04011109,-0.0
18452,4,0,Arsenal,0.79962111,-0.0,-0.0,0.20037889,-0.0
11845,0,3,Arsenal,-0.0,0.28009136,-0.0,0.63972906,0.08017958
18455,4,3,Arsenal,-0.0,0.08000907,-0.0,0.91999093,-0.0
18358,4,0,Arsenal,0.67990083,-0.0,-0.0,0.32009917,-0.0
